LocationID	PostalCode	City	StateID	StateProvince	RegionID	Region	CustomerID
10063	92653	Laguna Hills	2193	California	92	West	23
10064	92677	Laguna Niguel	2194	California	93	West	24
10065	59601	Helena	2195	Montana	94	West	18
10066	59601	Helena	2196	Montana	95	West	18
10067	59601	Helena	2197	Montana	96	West	18
10068	59601	Helena	2198	Montana	97	West	18
10069	59801	Missoula	2199	Montana	98	West	19
10070	68005	Bellevue	2200	Nebraska	99	Central	20
10071	68005	Bellevue	2201	Nebraska	100	Central	20
10072	68005	Bellevue	2202	Nebraska	101	Central	20
10073	10012	New York City	2203	New York	102	East	21
10074	10012	New York City	2204	New York	103	East	21
10075	10012	New York City	2205	New York	104	East	21
10076	10012	New York City	2206	New York	105	East	21
10077	10012	New York City	2207	New York	106	East	21
10078	10012	New York City	2208	New York	107	East	21
10079	10012	New York City	2209	New York	108	East	21
10080	10012	New York City	2210	New York	109	East	21
10081	10012	New York City	2211	New York	110	East	21
10082	92653	Laguna Hills	2212	California	111	West	23
10083	92653	Laguna Hills	2213	California	112	West	23
10084	10012	New York City	2214	New York	113	East	21
10085	10012	New York City	2215	New York	114	East	21
10086	10012	New York City	2216	New York	115	East	21
10087	92677	Laguna Niguel	2217	California	116	West	24
10088	92677	Laguna Niguel	2218	California	117	West	24
10089	92677	Laguna Niguel	2219	California	118	West	24
10090	92677	Laguna Niguel	2220	California	119	West	24
10091	92530	Lake Elsinore	2221	California	120	West	25
10092	92530	Lake Elsinore	2222	California	121	West	25
10093	92530	Lake Elsinore	2223	California	122	West	25
10094	92530	Lake Elsinore	2224	California	123	West	25
10095	92630	Lake Forest	2225	California	124	West	26
10096	92630	Lake Forest	2226	California	125	West	26
10097	92630	Lake Forest	2227	California	126	West	26
10098	92630	Lake Forest	2228	California	127	West	26
10099	90712	Lakewood	2229	California	128	West	27
10100	90712	Lakewood	2230	California	129	West	27
10101	90712	Lakewood	2231	California	130	West	27
10102	90712	Lakewood	2232	California	131	West	27
10103	90712	Lakewood	2233	California	132	West	27
10104	90712	Lakewood	2234	California	133	West	27
10105	93534	Lancaster	2235	California	134	West	28
10106	93534	Lancaster	2236	California	135	West	28
10107	90260	Lawndale	2237	California	136	West	29
10108	90260	Lawndale	2238	California	137	West	29
10109	97405	Eugene	2239	Oregon	138	West	31
10110	97526	Grants Pass	2240	Oregon	139	West	32
10111	97526	Grants Pass	2241	Oregon	140	West	32
10112	97526	Grants Pass	2242	Oregon	141	West	32
10113	97526	Grants Pass	2243	Oregon	142	West	32
10114	97526	Grants Pass	2244	Oregon	143	West	32
10115	97526	Grants Pass	2245	Oregon	144	West	32
10116	97030	Gresham	2246	Oregon	145	West	33
10117	97030	Gresham	2247	Oregon	146	West	33
10118	97030	Gresham	2248	Oregon	147	West	33
10119	97030	Gresham	2249	Oregon	148	West	33
10120	97030	Gresham	2250	Oregon	149	West	33
10121	97030	Gresham	2251	Oregon	150	West	35
10122	97123	Hillsboro	2252	Oregon	151	West	36
10123	97303	Keizer	2253	Oregon	152	West	37
10124	62002	Alton	2254	Illinois	153	Central	39
10125	97030	Gresham	2255	Oregon	154	West	35
10126	97123	Hillsboro	2256	Oregon	155	West	36
10127	62002	Alton	2257	Illinois	156	Central	39
10128	62002	Alton	2258	Illinois	157	Central	39
10129	98221	Anacortes	2259	Washington	158	West	40
10130	98373	Puyallup	2260	Washington	159	West	42
10131	98373	Puyallup	2261	Washington	160	West	42
10132	98373	Puyallup	2262	Washington	161	West	42
10133	98052	Redmond	2263	Washington	162	West	43
10134	98052	Redmond	2264	Washington	163	West	43
10135	98052	Redmond	2265	Washington	164	West	43
10136	75019	Coppell	2266	Texas	165	Central	45
10137	75019	Coppell	2267	Texas	166	Central	45
10138	23834	Colonial Heights	2268	Virginia	167	South	46
10139	23834	Colonial Heights	2269	Virginia	168	South	46
10140	62701	Springfield	2270	Illinois	169	Central	48
10141	62701	Springfield	2271	Illinois	170	Central	48
10142	13210	Syracuse	2272	New York	171	East	55
10143	77471	Rosenberg	2273	Texas	172	Central	61
10144	62701	Springfield	2274	Illinois	173	Central	48
10145	62701	Springfield	2275	Illinois	174	Central	48
10146	62701	Springfield	2276	Illinois	175	Central	48
10147	60107	Streamwood	2277	Illinois	176	Central	49
10148	60107	Streamwood	2278	Illinois	177	Central	49
10149	60107	Streamwood	2279	Illinois	178	Central	49
10150	60107	Streamwood	2280	Illinois	179	Central	49
10151	60107	Streamwood	2281	Illinois	180	Central	49
10152	60107	Streamwood	2282	Illinois	181	Central	49
10153	60107	Streamwood	2283	Illinois	182	Central	49
10154	60107	Streamwood	2284	Illinois	183	Central	49
10155	60477	Tinley Park	2285	Illinois	184	Central	50
10156	98373	Puyallup	2286	Washington	185	West	52
10157	98373	Puyallup	2287	Washington	186	West	52
10158	98373	Puyallup	2288	Washington	187	West	52
10159	98052	Redmond	2289	Washington	188	West	53
10160	98052	Redmond	2290	Washington	189	West	53
10161	98052	Redmond	2291	Washington	190	West	53
10162	13210	Syracuse	2292	New York	191	East	55
10163	13210	Syracuse	2293	New York	192	East	55
10164	13210	Syracuse	2294	New York	193	East	55
10165	14150	Tonawanda	2295	New York	194	East	56
10166	14150	Tonawanda	2296	New York	195	East	56
10167	14150	Tonawanda	2297	New York	196	East	56
10168	14150	Tonawanda	2298	New York	197	East	56
10169	14150	Tonawanda	2299	New York	198	East	56
10170	14150	Tonawanda	2300	New York	199	East	56
10171	14150	Tonawanda	2301	New York	200	East	56
10172	14150	Tonawanda	2302	New York	201	East	56
10173	12180	Troy	2303	New York	202	East	57
10174	77642	Port Arthur	2304	Texas	203	Central	59
10175	77642	Port Arthur	2305	Texas	204	Central	59
10176	77642	Port Arthur	2306	Texas	205	Central	59
10177	77642	Port Arthur	2307	Texas	206	Central	59
10178	77642	Port Arthur	2308	Texas	207	Central	59
10179	75080	Richardson	2309	Texas	208	Central	60
10180	75080	Richardson	2310	Texas	209	Central	60
10181	75080	Richardson	2311	Texas	210	Central	60
10182	77471	Rosenberg	2312	Texas	211	Central	61
10183	77471	Rosenberg	2313	Texas	212	Central	61
10184	77471	Rosenberg	2314	Texas	213	Central	61
10185	77471	Rosenberg	2315	Texas	214	Central	61
10186	77471	Rosenberg	2316	Texas	215	Central	61
10187	78664	Round Rock	2317	Texas	216	Central	62
10188	78664	Round Rock	2318	Texas	217	Central	62
10189	78664	Round Rock	2319	Texas	218	Central	62
10190	78664	Round Rock	2320	Texas	219	Central	62
10191	75088	Rowlett	2321	Texas	220	Central	63
10192	75088	Rowlett	2322	Texas	221	Central	63
10193	75088	Rowlett	2323	Texas	222	Central	63
10194	75088	Rowlett	2324	Texas	223	Central	63
10195	75088	Rowlett	2325	Texas	224	Central	63
10196	24153	Salem	2326	Virginia	225	South	64
10197	24153	Salem	2327	Virginia	226	South	64
10198	24153	Salem	2328	Virginia	227	South	64
10199	24153	Salem	2329	Virginia	228	South	64
10200	94043	Mountain View	2330	California	229	West	65
10201	92563	Murrieta	2331	California	230	West	66
10202	94559	Napa	2332	California	231	West	67
10203	94559	Napa	2333	California	232	West	67
10204	92563	Murrieta	2334	California	233	West	66
10205	94559	Napa	2335	California	234	West	67
10206	94559	Napa	2336	California	235	West	67
10207	94559	Napa	2337	California	236	West	67
10208	10177	New York City	2338	New York	237	East	68
10209	10177	New York City	2339	New York	238	East	68
10210	10177	New York City	2340	New York	239	East	68
10211	10177	New York City	2341	New York	240	East	68
10212	10177	New York City	2342	New York	241	East	68
10213	10177	New York City	2343	New York	242	East	68
10214	10177	New York City	2344	New York	243	East	68
10215	10177	New York City	2345	New York	244	East	68
10216	10177	New York City	2346	New York	245	East	68
10217	10177	New York City	2347	New York	246	East	68
10218	2917	Smithfield	2348	Rhode Island	247	East	69
10219	5401	Burlington	2349	Vermont	248	East	70
10220	44105	Cleveland	2350	Ohio	249	East	85
10221	95687	Vacaville	2351	California	250	West	87
10222	95687	Vacaville	2352	California	251	West	87
10223	4070	West Scarborough	2353	Maine	252	East	72
10224	2331	Duxbury	2354	Massachusetts	253	East	73
10225	8830	Iselin	2355	New Jersey	254	East	74
10226	8701	Lakewood	2356	New Jersey	255	East	75
10227	7470	Wayne	2357	New Jersey	256	East	76
10228	7481	Wyckoff	2358	New Jersey	257	East	77
10229	5201	Bennington	2359	Vermont	258	East	78
10230	97303	Keizer	2360	Oregon	259	West	80
10231	97303	Keizer	2361	Oregon	260	West	80
10232	97303	Keizer	2362	Oregon	261	West	80
10233	97303	Keizer	2363	Oregon	262	West	80
10234	97303	Keizer	2364	Oregon	263	West	80
10235	97303	Keizer	2365	Oregon	264	West	80
10236	97035	Lake Oswego	2366	Oregon	265	West	81
10237	97035	Lake Oswego	2367	Oregon	266	West	81
10238	97035	Lake Oswego	2368	Oregon	267	West	81
10239	44708	Canton	2369	Ohio	268	East	83
10240	45231	Cincinnati	2370	Ohio	269	East	84
10241	45231	Cincinnati	2371	Ohio	270	East	84
10242	45231	Cincinnati	2372	Ohio	271	East	84
10243	45231	Cincinnati	2373	Ohio	272	East	84
10244	44708	Canton	2374	Ohio	273	East	83
10245	44708	Canton	2375	Ohio	274	East	83
10246	44708	Canton	2376	Ohio	275	East	83
10247	45231	Cincinnati	2377	Ohio	276	East	84
10248	45231	Cincinnati	2378	Ohio	277	East	84
10249	45231	Cincinnati	2379	Ohio	278	East	84
10250	44105	Cleveland	2380	Ohio	279	East	85
10251	44105	Cleveland	2381	Ohio	280	East	85
10252	95687	Vacaville	2382	California	281	West	87
10253	95687	Vacaville	2383	California	282	West	87
10254	5451	Essex Junction	2384	Vermont	283	East	88
10255	95687	Vacaville	2385	California	284	West	90
10256	94591	Vallejo	2386	California	285	West	91
10257	94591	Vallejo	2387	California	286	West	91
10258	94591	Vallejo	2388	California	287	West	91
10259	94591	Vallejo	2389	California	288	West	91
10260	2067	Sharon	2390	Massachusetts	289	East	106
10261	7644	Lodi	2391	New Jersey	290	East	109
10262	7110	Nutley	2392	New Jersey	291	East	110
10263	8861	Perth Amboy	2393	New Jersey	292	East	111
10264	94591	Vallejo	2394	California	293	West	91
10265	94591	Vallejo	2395	California	294	West	91
10266	94591	Vallejo	2396	California	295	West	91
10267	70056	Terrytown	2397	Louisiana	296	South	92
10268	70056	Terrytown	2398	Louisiana	297	South	92
10269	70056	Terrytown	2399	Louisiana	298	South	92
10270	70056	Terrytown	2400	Louisiana	299	South	92
10271	70056	Terrytown	2401	Louisiana	300	South	92
10272	22102	Tysons Corner	2402	Virginia	301	South	93
10273	22102	Tysons Corner	2403	Virginia	302	South	93
10274	22102	Tysons Corner	2404	Virginia	303	South	93
10275	22102	Tysons Corner	2405	Virginia	304	South	93
10276	22102	Tysons Corner	2406	Virginia	305	South	93
10277	60601	Chicago	2407	Illinois	306	Central	94
10278	60601	Chicago	2408	Illinois	307	Central	94
10279	60601	Chicago	2409	Illinois	308	Central	94
10280	60601	Chicago	2410	Illinois	309	Central	94
10281	60601	Chicago	2411	Illinois	310	Central	94
10282	60601	Chicago	2412	Illinois	311	Central	94
10283	60601	Chicago	2413	Illinois	312	Central	94
10284	60601	Chicago	2414	Illinois	313	Central	94
10285	60601	Chicago	2415	Illinois	314	Central	94
10286	60601	Chicago	2416	Illinois	315	Central	94
10287	60601	Chicago	2417	Illinois	316	Central	94
10288	60601	Chicago	2418	Illinois	317	Central	94
10289	60601	Chicago	2419	Illinois	318	Central	94
10290	60601	Chicago	2420	Illinois	319	Central	94
10291	66209	Leawood	2421	Kansas	320	Central	95
10292	66209	Leawood	2422	Kansas	321	Central	95
10293	66209	Leawood	2423	Kansas	322	Central	95
10294	66209	Leawood	2424	Kansas	323	Central	95
10295	66215	Lenexa	2425	Kansas	324	Central	96
10296	66215	Lenexa	2426	Kansas	325	Central	96
10297	66215	Lenexa	2427	Kansas	326	Central	96
10298	66215	Lenexa	2428	Kansas	327	Central	96
10299	2129	Boston	2429	Massachusetts	328	East	102
10300	2129	Boston	2430	Massachusetts	329	East	102
10301	2038	Franklin	2431	Massachusetts	330	East	103
10302	1852	Lowell	2432	Massachusetts	331	East	104
10303	66502	Manhattan	2433	Kansas	332	Central	97
10304	66502	Manhattan	2434	Kansas	333	Central	97
10305	66502	Manhattan	2435	Kansas	334	Central	97
10306	66502	Manhattan	2436	Kansas	335	Central	97
10307	66502	Manhattan	2437	Kansas	336	Central	97
10308	66062	Olathe	2438	Kansas	337	Central	98
10309	6510	New Haven	2439	Connecticut	338	East	99
10310	4401	Bangor	2440	Maine	339	East	100
10311	4005	Biddeford	2441	Maine	340	East	101
10312	4005	Biddeford	2442	Maine	341	East	101
10313	2129	Boston	2443	Massachusetts	342	East	102
10314	2129	Boston	2444	Massachusetts	343	East	102
10315	2129	Boston	2445	Massachusetts	344	East	102
10316	2129	Boston	2446	Massachusetts	345	East	102
10317	2129	Boston	2447	Massachusetts	346	East	102
10318	2129	Boston	2448	Massachusetts	347	East	102
10319	2129	Boston	2449	Massachusetts	348	East	102
10320	2129	Boston	2450	Massachusetts	349	East	102
10321	2129	Boston	2451	Massachusetts	350	East	102
10322	2129	Boston	2452	Massachusetts	351	East	102
10323	2129	Boston	2453	Massachusetts	352	East	102
10324	2129	Boston	2454	Massachusetts	353	East	102
10325	2129	Boston	2455	Massachusetts	354	East	102
10326	1752	Marlborough	2456	Massachusetts	355	East	105
10327	3820	Dover	2457	New Hampshire	356	East	107
10328	8618	Ewing	2458	New Jersey	357	East	108
10329	7095	Woodbridge	2459	New Jersey	358	East	112
10330	2895	Woonsocket	2460	Rhode Island	359	East	113
10331	97035	Lake Oswego	2461	Oregon	360	West	114
10332	97035	Lake Oswego	2462	Oregon	361	West	114
10333	97035	Lake Oswego	2463	Oregon	362	West	114
10334	97035	Lake Oswego	2464	Oregon	363	West	114
10335	97128	Mcminnville	2465	Oregon	364	West	115
10336	97128	Mcminnville	2466	Oregon	365	West	115
10337	97128	Mcminnville	2467	Oregon	366	West	115
10338	97128	Mcminnville	2468	Oregon	367	West	115
10339	97128	Mcminnville	2469	Oregon	368	West	115
10340	97504	Medford	2470	Oregon	369	West	116
10341	84043	Lehi	2471	Utah	370	West	194
10342	84043	Lehi	2472	Utah	371	West	194
10343	98103	Seattle	2473	Washington	372	West	117
10344	98103	Seattle	2474	Washington	373	West	117
10345	98103	Seattle	2475	Washington	374	West	117
10346	98103	Seattle	2476	Washington	375	West	117
10347	98103	Seattle	2477	Washington	376	West	117
10348	98103	Seattle	2478	Washington	377	West	117
10349	98103	Seattle	2479	Washington	378	West	117
10350	98103	Seattle	2480	Washington	379	West	117
10351	98103	Seattle	2481	Washington	380	West	117
10352	98103	Seattle	2482	Washington	381	West	117
10353	84118	Kearns	2483	Utah	382	West	119
10354	84118	Kearns	2484	Utah	383	West	119
10355	84118	Kearns	2485	Utah	384	West	119
10356	84118	Kearns	2486	Utah	385	West	119
10357	84118	Kearns	2487	Utah	386	West	119
10358	84041	Layton	2488	Utah	387	West	120
10359	84041	Layton	2489	Utah	388	West	120
10360	84041	Layton	2490	Utah	389	West	120
10361	84041	Layton	2491	Utah	390	West	120
10362	84041	Layton	2492	Utah	391	West	120
10363	93277	Visalia	2493	California	392	West	122
10364	93277	Visalia	2494	California	393	West	122
10365	93277	Visalia	2495	California	394	West	122
10366	93277	Visalia	2496	California	395	West	122
10367	93277	Visalia	2497	California	396	West	122
10368	22102	Tysons Corner	2498	Virginia	397	South	123
10369	22102	Tysons Corner	2499	Virginia	398	South	123
10370	75088	Rowlett	2500	Texas	399	Central	125
10371	75088	Rowlett	2501	Texas	400	Central	125
10372	76903	San Angelo	2502	Texas	401	Central	126
10373	76903	San Angelo	2503	Texas	402	Central	126
10374	78207	San Antonio	2504	Texas	403	Central	127
10375	78207	San Antonio	2505	Texas	404	Central	127
10376	78207	San Antonio	2506	Texas	405	Central	127
10377	62002	Alton	2507	Illinois	406	Central	129
10378	62002	Alton	2508	Illinois	407	Central	129
10379	62002	Alton	2509	Illinois	408	Central	129
10380	60004	Arlington Heights	2510	Illinois	409	Central	130
10381	60004	Arlington Heights	2511	Illinois	410	Central	130
10382	15122	West Mifflin	2512	Pennsylvania	411	East	145
10383	76148	Watauga	2513	Texas	412	Central	146
10384	60004	Arlington Heights	2514	Illinois	413	Central	130
10385	97035	Lake Oswego	2515	Oregon	414	West	132
10386	97035	Lake Oswego	2516	Oregon	415	West	132
10387	97035	Lake Oswego	2517	Oregon	416	West	132
10388	97035	Lake Oswego	2518	Oregon	417	West	132
10389	97128	Mcminnville	2519	Oregon	418	West	133
10390	97128	Mcminnville	2520	Oregon	419	West	133
10391	97128	Mcminnville	2521	Oregon	420	West	133
10392	97504	Medford	2522	Oregon	421	West	134
10393	94952	Petaluma	2523	California	422	West	136
10394	94952	Petaluma	2524	California	423	West	136
10395	94952	Petaluma	2525	California	424	West	136
10396	94952	Petaluma	2526	California	425	West	136
10397	1510	Clinton	2527	Massachusetts	426	East	137
10398	1106	Longmeadow	2528	Massachusetts	427	East	138
10399	1880	Wakefield	2529	Massachusetts	428	East	139
10400	93277	Visalia	2530	California	429	West	141
10401	6401	Ansonia	2531	Connecticut	430	East	142
10402	6360	Norwich	2532	Connecticut	431	East	143
10403	15122	West Mifflin	2533	Pennsylvania	432	East	145
10404	93277	Visalia	2534	California	433	West	141
10405	2664	Yarmouth	2535	Massachusetts	434	East	144
10406	15122	West Mifflin	2536	Pennsylvania	435	East	145
10407	15122	West Mifflin	2537	Pennsylvania	436	East	145
10408	15122	West Mifflin	2538	Pennsylvania	437	East	145
10409	76148	Watauga	2539	Texas	438	Central	146
10410	76148	Watauga	2540	Texas	439	Central	146
10411	76148	Watauga	2541	Texas	440	Central	146
10412	76148	Watauga	2542	Texas	441	Central	146
10413	76148	Watauga	2543	Texas	442	Central	146
10414	5439	Colchester	2544	Vermont	443	East	147
10415	5451	Essex Junction	2545	Vermont	444	East	148
10416	5403	South Burlington	2546	Vermont	445	East	149
10417	37664	Kingsport	2547	Tennessee	446	South	151
10418	37664	Kingsport	2548	Tennessee	447	South	151
10419	37664	Kingsport	2549	Tennessee	448	South	151
10420	84043	Lehi	2550	Utah	449	West	194
10421	84043	Lehi	2551	Utah	450	West	194
10422	84043	Lehi	2552	Utah	451	West	194
10423	37664	Kingsport	2553	Tennessee	452	South	151
10424	37664	Kingsport	2554	Tennessee	453	South	151
10425	37918	Knoxville	2555	Tennessee	454	South	152
10426	37918	Knoxville	2556	Tennessee	455	South	152
10427	37918	Knoxville	2557	Tennessee	456	South	152
10428	37918	Knoxville	2558	Tennessee	457	South	152
10429	37918	Knoxville	2559	Tennessee	458	South	152
10430	37918	Knoxville	2560	Tennessee	459	South	152
10431	37918	Knoxville	2561	Tennessee	460	South	152
10432	37086	La Vergne	2562	Tennessee	461	South	153
10433	37086	La Vergne	2563	Tennessee	462	South	153
10434	37086	La Vergne	2564	Tennessee	463	South	153
10435	37086	La Vergne	2565	Tennessee	464	South	153
10436	37086	La Vergne	2566	Tennessee	465	South	153
10437	37086	La Vergne	2567	Tennessee	466	South	153
10438	37087	Lebanon	2568	Tennessee	467	South	154
10439	37087	Lebanon	2569	Tennessee	468	South	154
10440	80525	Fort Collins	2570	Colorado	469	West	156
10441	80525	Fort Collins	2571	Colorado	470	West	156
10442	80525	Fort Collins	2572	Colorado	471	West	156
10443	80525	Fort Collins	2573	Colorado	472	West	156
10444	80525	Fort Collins	2574	Colorado	473	West	156
10445	80817	Fountain	2575	Colorado	474	West	157
10446	80817	Fountain	2576	Colorado	475	West	157
10447	60452	Oak Forest	2577	Illinois	476	Central	159
10448	60452	Oak Forest	2578	Illinois	477	Central	159
10449	60452	Oak Forest	2579	Illinois	478	Central	159
10450	60452	Oak Forest	2580	Illinois	479	Central	159
10451	76131	Saginaw	2581	Texas	480	Central	161
10452	76131	Saginaw	2582	Texas	481	Central	161
10453	76131	Saginaw	2583	Texas	482	Central	161
10454	98052	Redmond	2584	Washington	483	West	162
10455	98052	Redmond	2585	Washington	484	West	162
10456	98052	Redmond	2586	Washington	485	West	162
10457	98052	Redmond	2587	Washington	486	West	162
10458	98059	Renton	2588	Washington	487	West	163
10459	98059	Renton	2589	Washington	488	West	163
10460	78415	Corpus Christi	2590	Texas	489	Central	177
10461	78415	Corpus Christi	2591	Texas	490	Central	177
10462	23834	Colonial Heights	2592	Virginia	491	South	178
10463	84041	Layton	2593	Utah	492	West	193
10464	99352	Richland	2594	Washington	493	West	164
10465	99352	Richland	2595	Washington	494	West	164
10466	99352	Richland	2596	Washington	495	West	164
10467	99352	Richland	2597	Washington	496	West	164
10468	99352	Richland	2598	Washington	497	West	164
10469	37087	Lebanon	2599	Tennessee	498	South	166
10470	37087	Lebanon	2600	Tennessee	499	South	166
10471	37087	Lebanon	2601	Tennessee	500	South	166
10472	37087	Lebanon	2602	Tennessee	501	South	166
10473	37804	Maryville	2603	Tennessee	502	South	167
10474	37804	Maryville	2604	Tennessee	503	South	167
10475	37804	Maryville	2605	Tennessee	504	South	167
10476	70802	Baton Rouge	2606	Louisiana	505	South	169
10477	70802	Baton Rouge	2607	Louisiana	506	South	169
10478	70802	Baton Rouge	2608	Louisiana	507	South	169
10479	70802	Baton Rouge	2609	Louisiana	508	South	169
10480	70802	Baton Rouge	2610	Louisiana	509	South	169
10481	4092	Westbrook	2611	Maine	510	East	170
10482	76240	Gainesville	2612	Texas	511	Central	172
10483	76240	Gainesville	2613	Texas	512	Central	172
10484	76131	Saginaw	2614	Texas	513	Central	174
10485	70802	Baton Rouge	2615	Louisiana	514	South	169
10486	7024	Fort Lee	2616	New Jersey	515	East	171
10487	76131	Saginaw	2617	Texas	516	Central	174
10488	98158	Seatac	2618	Washington	517	West	175
10489	98158	Seatac	2619	Washington	518	West	175
10490	78415	Corpus Christi	2620	Texas	519	Central	177
10491	78415	Corpus Christi	2621	Texas	520	Central	177
10492	78415	Corpus Christi	2622	Texas	521	Central	177
10493	78415	Corpus Christi	2623	Texas	522	Central	177
10494	23834	Colonial Heights	2624	Virginia	523	South	178
10495	23834	Colonial Heights	2625	Virginia	524	South	178
10496	23834	Colonial Heights	2626	Virginia	525	South	178
10497	23834	Colonial Heights	2627	Virginia	526	South	178
10498	23834	Colonial Heights	2628	Virginia	527	South	178
10499	66062	Olathe	2629	Kansas	528	Central	180
10500	66062	Olathe	2630	Kansas	529	Central	196
10501	66062	Olathe	2631	Kansas	530	Central	196
10502	66062	Olathe	2632	Kansas	531	Central	196
10503	66212	Overland Park	2633	Kansas	532	Central	197
10504	66062	Olathe	2634	Kansas	533	Central	180
10505	66062	Olathe	2635	Kansas	534	Central	180
10506	94122	San Francisco	2636	California	535	West	181
10507	94122	San Francisco	2637	California	536	West	181
10508	94122	San Francisco	2638	California	537	West	181
10509	94122	San Francisco	2639	California	538	West	181
10510	94122	San Francisco	2640	California	539	West	181
10511	94122	San Francisco	2641	California	540	West	181
10512	94122	San Francisco	2642	California	541	West	181
10513	94122	San Francisco	2643	California	542	West	181
10514	4011	Brunswick	2644	Maine	543	East	182
10515	4240	Lewiston	2645	Maine	544	East	183
10516	2474	Arlington	2646	Massachusetts	545	East	184
10517	2540	Falmouth	2647	Massachusetts	546	East	185
10518	1580	Westborough	2648	Massachusetts	547	East	186
10519	3038	Derry	2649	New Hampshire	548	East	187
10520	76240	Gainesville	2650	Texas	549	Central	188
10521	76240	Gainesville	2651	Texas	550	Central	188
10522	60505	Aurora	2652	Illinois	551	Central	191
10523	60505	Aurora	2653	Illinois	552	Central	191
10524	60004	Arlington Heights	2654	Illinois	553	Central	190
10525	60505	Aurora	2655	Illinois	554	Central	191
10526	60505	Aurora	2656	Illinois	555	Central	191
10527	60505	Aurora	2657	Illinois	556	Central	191
10528	60505	Aurora	2658	Illinois	557	Central	191
10529	84041	Layton	2659	Utah	558	West	193
10530	84043	Lehi	2660	Utah	559	West	194
10531	84321	Logan	2661	Utah	560	West	195
10532	84321	Logan	2662	Utah	561	West	195
10533	66212	Overland Park	2663	Kansas	562	Central	197
10534	66212	Overland Park	2664	Kansas	563	Central	197
10535	66212	Overland Park	2665	Kansas	564	Central	197
10536	66212	Overland Park	2666	Kansas	565	Central	197
10537	48138	Detroit	2667	Michigan	566	Central	198
10538	48138	Detroit	2668	Michigan	567	Central	198
10539	48138	Detroit	2669	Michigan	568	Central	198
10540	33772	Seminole	2670	Florida	569	South	258
10541	87505	Santa Fe	2671	New Mexico	570	West	259
10542	21133	Randallstown	2672	Maryland	571	East	472
10543	48138	Detroit	2673	Michigan	572	Central	198
10544	48138	Detroit	2674	Michigan	573	Central	198
10545	48138	Detroit	2675	Michigan	574	Central	198
10546	48138	Detroit	2676	Michigan	575	Central	198
10547	48138	Detroit	2677	Michigan	576	Central	198
10548	85335	El Mirage	2678	Arizona	577	West	200
10549	85335	El Mirage	2679	Arizona	578	West	200
10550	85335	El Mirage	2680	Arizona	579	West	200
10551	85335	El Mirage	2681	Arizona	580	West	200
10552	74006	Bartlesville	2682	Oklahoma	581	Central	202
10553	74006	Bartlesville	2683	Oklahoma	582	Central	202
10554	74006	Bartlesville	2684	Oklahoma	583	Central	202
10555	75217	Dallas	2685	Texas	584	Central	204
10556	75217	Dallas	2686	Texas	585	Central	204
10557	75217	Dallas	2687	Texas	586	Central	204
10558	75217	Dallas	2688	Texas	587	Central	204
10559	75217	Dallas	2689	Texas	588	Central	204
10560	77536	Deer Park	2690	Texas	589	Central	205
10561	94952	Petaluma	2691	California	590	West	207
10562	90660	Pico Rivera	2692	California	591	West	208
10563	12180	Troy	2693	New York	592	East	210
10564	75217	Dallas	2694	Texas	593	Central	204
10565	12180	Troy	2695	New York	594	East	210
10566	12180	Troy	2696	New York	595	East	210
10567	12180	Troy	2697	New York	596	East	210
10568	12180	Troy	2698	New York	597	East	210
10569	12180	Troy	2699	New York	598	East	210
10570	12180	Troy	2700	New York	599	East	210
